Date,Close,High,Low,Open,Volume
2024-12-13 00:00:00,5.0,5.880000114440918,4.590000152587891,5.25,2387800.0
2024-12-16 00:00:00,5.070000171661377,5.170000076293945,4.659999847412109,5.099999904632568,189000.0
2024-12-17 00:00:00,5.159999847412109,5.25,4.880000114440918,5.010000228881836,179100.0
2024-12-18 00:00:00,5.21999979019165,5.599999904632568,5.0,5.239999771118164,85400.0
2024-12-19 00:00:00,5.449999809265137,5.46999979019165,5.110000133514404,5.46999979019165,81100.0
2024-12-20 00:00:00,5.380000114440918,5.5,5.1529998779296875,5.5,16600.0
2024-12-23 00:00:00,5.21999979019165,5.889999866485596,5.110000133514404,5.489999771118164,79500.0
2024-12-24 00:00:00,5.349999904632568,5.449999809265137,5.179999828338623,5.289999961853027,148100.0
2024-12-26 00:00:00,5.435999870300293,5.449999809265137,5.211999893188477,5.25,6500.0
2024-12-27 00:00:00,5.400000095367432,5.5,5.380000114440918,5.489999771118164,5800.0
2024-12-30 00:00:00,5.767000198364258,5.989999771118164,5.400000095367432,5.46999979019165,47700.0
2024-12-31 00:00:00,5.849999904632568,5.900000095367432,5.789999961853027,5.789999961853027,7700.0
2025-01-02 00:00:00,5.840000152587891,6.265999794006348,5.73199987411499,5.840000152587891,76600.0
2025-01-03 00:00:00,5.800000190734863,5.894999980926514,5.639999866485596,5.800000190734863,82000.0
2025-01-06 00:00:00,5.400000095367432,6.059999942779541,5.300000190734863,5.860000133514404,52300.0
2025-01-07 00:00:00,5.635000228881836,5.900000095367432,5.400000095367432,5.46999979019165,17800.0
2025-01-08 00:00:00,6.690000057220459,7.800000190734863,5.454999923706055,5.454999923706055,395800.0
2025-01-10 00:00:00,7.010000228881836,7.949999809265137,6.5,7.289999961853027,916000.0
2025-01-13 00:00:00,7.300000190734863,7.800000190734863,6.75,7.300000190734863,547700.0
2025-01-14 00:00:00,7.400000095367432,7.583000183105469,7.239999771118164,7.5,222900.0
2025-01-15 00:00:00,7.579999923706055,7.900000095367432,7.150000095367432,7.300000190734863,614000.0
2025-01-16 00:00:00,7.760000228881836,7.949999809265137,7.440000057220459,7.460000038146973,426800.0
2025-01-17 00:00:00,9.1899995803833,9.260000228881836,7.739999771118164,7.739999771118164,163000.0
2025-01-21 00:00:00,8.449999809265137,9.819999694824219,8.0,9.430000305175781,215400.0
2025-01-22 00:00:00,7.380000114440918,8.395999908447266,6.598999977111816,8.149999618530273,147100.0
2025-01-23 00:00:00,7.179999828338623,7.289999961853027,6.699999809265137,7.289999961853027,123400.0
2025-01-24 00:00:00,7.289999961853027,7.943999767303467,7.070000171661377,7.360000133514404,39900.0
2025-01-27 00:00:00,7.230000019073486,7.557000160217285,7.159999847412109,7.199999809265137,18300.0
2025-01-28 00:00:00,8.40999984741211,9.859999656677246,6.929999828338623,7.21999979019165,132800.0
2025-01-29 00:00:00,8.960000038146973,9.029999732971191,7.639999866485596,8.210000038146973,219700.0
2025-01-30 00:00:00,8.279999732971191,9.699999809265137,8.029999732971191,8.890000343322754,62800.0
2025-01-31 00:00:00,7.760000228881836,8.725000381469727,7.5,8.510000228881836,90200.0
2025-02-03 00:00:00,7.269999980926514,7.900000095367432,7.199999809265137,7.659999847412109,75400.0
2025-02-04 00:00:00,7.769999980926514,8.0,7.050000190734863,7.190000057220459,139400.0
2025-02-05 00:00:00,8.720000267028809,8.789999961853027,7.400000095367432,7.820000171661377,46000.0
2025-02-06 00:00:00,8.170000076293945,8.880000114440918,7.900000095367432,8.880000114440918,26600.0
2025-02-07 00:00:00,8.149999618530273,8.600000381469727,8.029999732971191,8.359999656677246,57900.0
2025-02-10 00:00:00,8.470000267028809,8.470000267028809,8.100000381469727,8.3100004196167,28800.0
2025-02-11 00:00:00,8.149999618530273,8.529999732971191,8.125,8.210000038146973,6100.0
2025-02-12 00:00:00,8.279999732971191,8.279999732971191,7.980000019073486,8.095000267028809,11400.0
2025-02-13 00:00:00,7.800000190734863,8.229999542236328,7.53000020980835,8.229999542236328,20300.0
2025-02-14 00:00:00,7.889999866485596,7.889999866485596,7.5,7.5,14000.0
2025-02-18 00:00:00,7.320000171661377,7.714000225067139,7.010000228881836,7.714000225067139,25600.0
2025-02-19 00:00:00,7.320000171661377,7.744999885559082,7.300000190734863,7.679999828338623,14300.0
2025-02-20 00:00:00,7.840000152587891,8.119999885559082,7.059999942779541,7.199999809265137,191300.0
2025-02-21 00:00:00,7.199999809265137,8.03600025177002,6.190000057220459,7.75,144000.0
2025-02-24 00:00:00,7.050000190734863,7.480000019073486,6.639999866485596,6.849999904632568,48800.0
2025-02-25 00:00:00,7.579999923706055,8.28499984741211,6.650000095367432,7.079999923706055,175300.0
2025-02-26 00:00:00,7.300000190734863,7.650000095367432,7.300000190734863,7.650000095367432,15500.0
2025-02-27 00:00:00,7.099999904632568,7.545000076293945,6.659999847412109,7.340000152587891,147800.0
2025-02-28 00:00:00,7.139999866485596,7.5,6.920000076293945,7.300000190734863,10000.0
2025-03-03 00:00:00,7.699999809265137,7.980000019073486,7.199999809265137,7.815000057220459,117900.0
2025-03-04 00:00:00,8.039999961853027,8.970000267028809,7.650000095367432,7.764999866485596,56800.0
2025-03-05 00:00:00,7.550000190734863,8.210000038146973,7.0,7.599999904632568,37800.0
2025-03-06 00:00:00,8.210000038146973,8.350000381469727,7.770999908447266,7.900000095367432,22500.0
2025-03-07 00:00:00,10.270000457763672,10.755000114440918,8.399999618530273,8.420000076293945,139900.0
2025-03-10 00:00:00,10.1899995803833,10.640000343322754,9.4399995803833,10.180000305175781,50200.0
2025-03-11 00:00:00,10.430000305175781,10.979999542236328,9.600000381469727,9.760000228881836,40600.0
2025-03-12 00:00:00,11.020000457763672,11.5,10.300000190734863,10.420000076293945,25800.0
2025-03-13 00:00:00,10.899999618530273,11.399999618530273,10.805000305175781,10.923999786376953,20100.0
2025-03-14 00:00:00,10.869999885559082,11.210000038146973,10.510000228881836,11.210000038146973,19500.0
2025-03-17 00:00:00,10.989999771118164,11.489999771118164,10.699999809265137,10.699999809265137,13800.0
2025-03-18 00:00:00,10.960000038146973,10.989999771118164,10.567999839782715,10.567999839782715,4000.0
2025-03-19 00:00:00,9.319999694824219,11.199999809265137,9.319999694824219,11.199999809265137,12500.0
2025-03-20 00:00:00,9.6899995803833,10.718999862670898,8.399999618530273,10.718999862670898,32900.0
2025-03-21 00:00:00,10.319999694824219,10.979999542236328,9.0,9.0,16000.0
2025-03-24 00:00:00,7.949999809265137,10.979999542236328,7.309999942779541,10.100000381469727,980200.0
2025-03-25 00:00:00,7.900000095367432,8.920000076293945,6.809999942779541,7.670000076293945,435500.0
2025-03-26 00:00:00,8.100000381469727,8.449999809265137,7.289999961853027,7.599999904632568,26600.0
2025-03-27 00:00:00,7.78000020980835,8.600000381469727,7.590000152587891,8.600000381469727,42900.0
2025-03-28 00:00:00,6.860000133514404,7.769999980926514,6.699999809265137,7.730000019073486,50300.0
2025-03-31 00:00:00,6.789999961853027,7.320000171661377,5.849999904632568,6.199999809265137,31100.0
2025-04-01 00:00:00,6.849999904632568,7.178999900817871,6.5,6.5,6400.0
2025-04-02 00:00:00,7.300000190734863,7.739999771118164,6.400000095367432,7.369999885559082,126000.0
2025-04-03 00:00:00,7.0,7.5,6.619999885559082,7.5,43800.0
2025-04-04 00:00:00,9.3100004196167,11.800000190734863,6.010000228881836,7.400000095367432,189600.0
2025-04-07 00:00:00,9.710000038146973,11.5,8.819999694824219,9.170000076293945,75200.0
2025-04-08 00:00:00,10.279999732971191,10.279999732971191,8.710000038146973,9.720000267028809,37800.0
2025-04-09 00:00:00,10.753000259399414,10.899999618530273,8.920000076293945,9.989999771118164,41700.0
2025-04-10 00:00:00,10.050000190734863,10.109999656677246,8.899999618530273,10.032999992370605,22700.0
2025-04-11 00:00:00,9.225000381469727,10.399999618530273,8.515000343322754,9.720000267028809,110200.0
2025-04-14 00:00:00,10.149999618530273,10.399999618530273,8.800000190734863,9.600000381469727,149100.0
2025-04-15 00:00:00,10.460000038146973,10.5,9.170000076293945,10.25,54800.0
2025-04-16 00:00:00,11.100000381469727,11.199999809265137,9.210000038146973,9.210000038146973,24900.0
